file;general;race;class;anim;deathvar;dialog;origin;name;MonsterId;ValidatedMonsterId
O#DAEGOR;UNDEAD;HUMAN;INNOCENT;MAGE_MALE_HUMAN;O#DAEGOR;O#DAEGOR;REUNION;Gorion;;
O#DAEMA1;MONSTER;DEMONIC;TANARI;MARILITH;O#DAEMA1;O#DAEMA1;REUNION;Marilith;;
O#DAEMA2;MONSTER;DEMONIC;TANARI;MARILITH;O#DAEMA2;O#DAEMA2;REUNION;Marilith;;
O#DAEMA3;MONSTER;DEMONIC;TANARI;MARILITH;O#DAEMA3;O#DAEMA3;REUNION;Marilith;;
O#DAEMAJ;HUMANOID;DEMONIC;FIGHTER_MAGE;DEATH_KNIGHT;O#DAEMAJ;O#DAEMAJ;REUNION;Evil Majordomo;;
O#GHOST;UNDEAD;HALFLING;NO_CLASS;BOY;O#Ghost;O#Ghost;BACKBRYNNLAW;Monroe;;
O#LLARG1;GIANTHUMANOID;GOLEM;GOLEM_CLAY;ELEMENTAL_FIRE_PURPLE;O#LLARG1;O#LLARG1;SELLSWORDS;Magic Golem;ClayGolem;false
O#LLARG2;GIANTHUMANOID;GOLEM;GOLEM_CLAY;ELEMENTAL_FIRE_PURPLE;O#LLARG2;O#LLARG2;SELLSWORDS;Magic Golem;ClayGolem;false
O#LLARG3;GIANTHUMANOID;GOLEM;GOLEM_CLAY;ELEMENTAL_FIRE_PURPLE;O#LLARG3;O#LLARG3;SELLSWORDS;Magic Golem;ClayGolem;false
O#LLARU1;UNDEAD;GHOUL;GHOUL_REVEANT;MUMMY;O#LLARU1;O#LLARU1;SELLSWORDS;Mummy;Mummy;true
O#LLARU2;UNDEAD;GHOUL;GHOUL_REVEANT;MUMMY;O#LLARU2;O#LLARU2;SELLSWORDS;Mummy;Mummy;true
O#LLARU3;UNDEAD;GHOUL;GHOUL_REVEANT;MUMMY;O#LLARU3;O#LLARU3;SELLSWORDS;Mummy;Mummy;true
O#LLARU4;UNDEAD;GHOUL;GHOUL_REVEANT;MUMMY;O#LLARU4;O#LLARU4;SELLSWORDS;Mummy;Mummy;true
O#LLARU5;UNDEAD;GHOUL;GHOUL_REVEANT;MUMMY;O#LLARU5;O#LLARU5;SELLSWORDS;Mummy;Mummy;true
O#LLARU6;UNDEAD;GHOUL;GHOUL_REVEANT;MUMMY;O#LLARU6;O#LLARU6;SELLSWORDS;Mummy;Mummy;true
O#LLDEM;MONSTER;DEMONIC;TANARI;TANARRI;O#LLDEM;O#LLDEM;SELLSWORDS;Demon;;
O#LLGIT2;HUMANOID;GITHYANKI;FIGHTER;GITHYANKI;O#LLGIT2;O#LLGIT2;SELLSWORDS;Knight;;
O#LLGIT3;HUMANOID;GITHYANKI;FIGHTER;GITHYANKI;O#LLGIT3;O#LLGIT3;SELLSWORDS;Knight;;
O#LLGIT4;HUMANOID;GITHYANKI;FIGHTER;GITHYANKI;O#LLGIT4;O#LLGIT4;SELLSWORDS;Knight;;
O#LLGITH;HUMANOID;GITHYANKI;FIGHTER;GITHYANKI;O#LLGITH;O#LLGITH;SELLSWORDS;Knight;;
O#LLGIW;HUMANOID;GITHYANKI;FIGHTER;GITHYANKI;O#LLGiw;O#LLGiw;SELLSWORDS;Knight;;
O#LLGIW1;HUMANOID;GITHYANKI;FIGHTER;GITHYANKI;O#LLGiw1;O#LLGiw1;SELLSWORDS;Knight;;
O#LLGIW2;HUMANOID;GITHYANKI;FIGHTER;GITHYANKI;O#LLGiw2;O#LLGiw2;SELLSWORDS;Knight;;
O#LLGIW3;HUMANOID;GITHYANKI;FIGHTER;GITHYANKI;O#LLGiw3;O#LLGiw3;SELLSWORDS;Knight;;
O#LLGIW4;HUMANOID;GITHYANKI;FIGHTER;GITHYANKI;O#LLGiw4;O#LLGiw4;SELLSWORDS;Knight;;
O#LLGOL1;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;O#LLGOL1;O#LLGOL1;SELLSWORDS;Brain Golem;ClayGolem;false
O#LLGOL2;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;O#LLGOL2;O#LLGOL2;SELLSWORDS;Brain Golem;ClayGolem;false
O#LLGOL3;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;O#LLGOL3;O#LLGOL3;SELLSWORDS;Brain Golem;ClayGolem;false
O#LLGUA1;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_EARTH;ELEMENTAL_EARTH;O#LLGua1;O#LLGua1;SELLSWORDS;Greater Earth Elemental;;
O#LLGUA2;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_EARTH;ELEMENTAL_EARTH;O#LLGua2;O#LLGua2;SELLSWORDS;Greater Earth Elemental;;
O#LLGUA5;MONSTER;DEMONIC;TANARI;DROW_FEMALE;O#LLGua5;O#LLGua5;SELLSWORDS;Yochlol;;
O#LLGUA6;MONSTER;DEMONIC;TANARI;GLABREZU;O#LLGua6;O#LLGua6;SELLSWORDS;Glabrezu;;
O#LLILJ1;HUMANOID;MIND_FLAYER;MIND_FLAYER;MINDFLAYER;O#LLILLJ;O#LLILLJ;SELLSWORDS;Mind Flayer;;
O#LLILJ2;HUMANOID;MIND_FLAYER;MIND_FLAYER;MINDFLAYER;O#LLILLJ;O#LLILLJ;SELLSWORDS;Mind Flayer;;
O#LLILL1;HUMANOID;MIND_FLAYER;MIND_FLAYER;MINDFLAYER;O#LLILL1;O#LLILL1;SELLSWORDS;Mind Flayer;;
O#LLILL2;HUMANOID;MIND_FLAYER;MIND_FLAYER;MINDFLAYER;O#LLILL2;O#LLILL2;SELLSWORDS;Mind Flayer;;
O#LLKOB1;HUMANOID;KOBOLD;KOBOLD;KOBOLD;O#LLKOB1;O#LLKOB1;SELLSWORDS;Kobold;;
O#LLKOB2;HUMANOID;KOBOLD;KOBOLD;KOBOLD;O#LLKOB2;O#LLKOB2;SELLSWORDS;Kobold;;
O#LLKOB3;HUMANOID;KOBOLD;KOBOLD;KOBOLD;O#LLKOB3;O#LLKOB3;SELLSWORDS;Kobold;;
O#LLORB1;MONSTER;BEHOLDER;BEHOLDER;BEHOLDER;O#LLOrb1;O#LLOrb1;SELLSWORDS;Elder Orb;;
O#LLORB2;MONSTER;BEHOLDER;BEHOLDER;BEHOLDER;O#LLOrb2;O#LLOrb2;SELLSWORDS;Elder Orb;;
O#LLSHA1;UNDEAD;SHADOW;FIGHTER;SHADOW;O#LLSHA1;O#LLSHA1;SELLSWORDS;Shadow Fiend;Shadow;false
O#LLSHA2;UNDEAD;SHADOW;FIGHTER;SHADOW;O#LLSHA2;O#LLSHA2;SELLSWORDS;Shadow Fiend;Shadow;false
O#LLSHA3;UNDEAD;SHADOW;FIGHTER;SHADOW;O#LLSHA3;O#LLSHA3;SELLSWORDS;Shadow Fiend;Shadow;false
O#LLSHA4;UNDEAD;SHADOW;FIGHTER;SHADOW;O#LLSHA4;O#LLSHA4;SELLSWORDS;Shadow Fiend;Shadow;false
O#LLSHA5;UNDEAD;SHADOW;FIGHTER;SHADOW;O#LLSHA5;O#LLSHA5;SELLSWORDS;Shadow Fiend;Shadow;false
O#LLSHA6;UNDEAD;SHADOW;FIGHTER;SHADOW;O#LLSHA6;O#LLSHA6;SELLSWORDS;Shadow Fiend;Shadow;false
O#LLSHAD;UNDEAD;SHADOW;FIGHTER;SHADOW;O#LLSHAD;O#LLSHAD;SELLSWORDS;Devil Shade;Shadow;false
O#LLSPI1;MONSTER;SPIDER;SPIDER_GIANT;SPIDER_GIANT;O#LLSpi1;O#LLSpi1;SELLSWORDS;Giant Spider;GiantSpider;false
O#LLSPI2;MONSTER;SPIDER;SPIDER_GIANT;SPIDER_GIANT;O#LLSpi2;O#LLSpi2;SELLSWORDS;Giant Spider;GiantSpider;false
O#LLSPI3;MONSTER;SPIDER;SPIDER_GIANT;SPIDER_GIANT;O#LLSpi3;O#LLSpi3;SELLSWORDS;Giant Spider;GiantSpider;false
O#LLSPI4;MONSTER;SPIDER;SPIDER_GIANT;SPIDER_GIANT;O#LLSpi4;O#LLSpi4;SELLSWORDS;Giant Spider;GiantSpider;false
O#LLTRO1;GIANTHUMANOID;TROLL;TROLL;TROLL;O#LLTro1;O#LLTro1;SELLSWORDS;Giant Troll;;
O#LLTRO2;GIANTHUMANOID;TROLL;TROLL;TROLL;O#LLTro2;O#LLTro2;SELLSWORDS;Giant Troll;;
O#LLTRO3;GIANTHUMANOID;TROLL;SPECTRAL_TROLL;TROLL_BLUE;O#LLTro3;O#LLTro3;SELLSWORDS;Spirit Troll;;
O#LLTRO4;GIANTHUMANOID;TROLL;SPECTRAL_TROLL;TROLL_BLUE;O#LLTro4;O#LLTro4;SELLSWORDS;Spirit Troll;;
O#LLUMB1;MONSTER;UMBERHULK;UMBERHULK;UMBER_HULK;O#LLUMB1;O#LLUMB1;SELLSWORDS;Umber Hulk;;
O#LLUMB2;MONSTER;UMBERHULK;UMBERHULK;UMBER_HULK;O#LLUMB2;O#LLUMB2;SELLSWORDS;Umber Hulk;;
O#WIZGO1;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;O#WIZGO1;O#WIZGO1;BACKBRYNNLAW;Clay Golem;ClayGolem;false
O#WIZGO2;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;O#WIZGO2;O#WIZGO2;BACKBRYNNLAW;Clay Golem;ClayGolem;false
OBSDEM01;MONSTER;DEMONIC;TANARI;FIEND_GREEN;TANAR;obsdem01;STRATAGEMS;Lea'liyl;;
OBSDEM02;HUMANOID;DEMONIC;TANARI;GHOUL;OBSDEM02;;ctb;Mane;;
OBSDEM03;MONSTER;BEHOLDER;BEHOLDER;BEHOLDER;obsdem03;obsdem03;BG2;Elder Orb;;
OBSDEM04;MONSTER;DEMONIC;TANARI;GHAST;obsdem04;obsdem04;BG2;Maurezhi;;
OBSDEM05;MONSTER;DEMONIC;TANARI;TANARRI;obsdem05;obsdem05;BG2;Nabassu;;
OBSERVE;HUMANOID;PLATE;LONG_SWORD;BIRD;observe;None;BG2;;;
OBSERVE;HUMANOID;PLATE;LONG_SWORD;BIRD;observe;None;AC_QUEST;;;
OBSFIR01;GIANTHUMANOID;GENIE;GENIE_NOBLE_EFREETI;EFREETI_NOBLE;None;;BG2;Noble Efreeti;;
OBSFIR02;HUMANOID;MEPHIT;MEPHIT;IMP;None;;BG2;Fire Mephit;;
OBSFIR03;HUMANOID;MEPHIT;MEPHIT;IMP;None;;BG2;Magma Mephit;;
OBSFIR04;HUMANOID;MEPHIT;MEPHIT;IMP;None;;BG2;Smoke Mephit;;
OBSFIR05;ANIMAL;DOG;DOG_WAR;WOLF_DIRE;None;;BG2;Hell Hound;WarDog;false
OBSFIR06;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_FIRE;ELEMENTAL_FIRE;None;;BG2;Greater Fire Elemental;;
OBSGOL01;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;obsgol01;obsgol01;BG2;Guardian Golem;ClayGolem;false
OBSGOL02;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;obsgol02;None;BG2;Deactivated Guardian Golem;ClayGolem;false
OBSICE01;GIANTHUMANOID;TROLL;TROLL;TROLL;None;;BG2;Snow Troll;;
OBSICE02;HUMANOID;MEPHIT;MEPHIT;IMP;None;;BG2;Ice Mephit;;
OBSICE03;ANIMAL;WOLF;WOLF_WINTER;WOLF_WINTER;None;;BG2;Winter Wolf;WinterWolf;false
BEARPO01;ANIMAL;BEAR;BEAR_POLAR;BEAR_POLAR;None;;BG2;Mountain Bear;PolarBear;true
OBSICE11;GIANTHUMANOID;TROLL;TROLL;TROLL;None;;BG2;Snow Troll;;
OBSMOD01;MONSTER;GOLEM;GOLEM_IRON;GOLEM_IRON;obsmod01;;BG2;Modron;IronGolem;false
OBSSAH01;HUMANOID;SAHUAGIN;FIGHTER;SAHUAGIN;obssah01;;STRATAGEMS;Sahuagin Baron;;
OBSSAH02;HUMANOID;SAHUAGIN;CLERIC;SAHUAGIN;obssah02;None;STRATAGEMS;Sahuagin Priestess;;
OBSSAH03;HUMANOID;SAHUAGIN;FIGHTER;SAHUAGIN;obssah03;;STRATAGEMS;Sahuagin Baronial Guard;;
OBSSAH04;HUMANOID;SAHUAGIN;SAHUAGIN;SAHUAGIN;obssah04;;ctb;Sahuagin;;
OBSSAH05;HUMANOID;SAHUAGIN;SAHUAGIN;SAHUAGIN;obssah05;;ctb;Sahuagin;;
OGRE;GIANTHUMANOID;OGRE;OGRE;OGRE;Ogre;;BG1;Ogre;Ogre;true
OGRE01;GIANTHUMANOID;OGRE;OGRE;OGRE;Ogre;;BG2;Ogre;Ogre;false
OGRE02;GIANTHUMANOID;OGRE;OGRE;OGRE;Ogre02;;BG1;Ogre;Ogre;true
OGRE03;GIANTHUMANOID;OGRE;OGRE;OGRE;None;;BG1;Ogre;Ogre;true
OGRE04;GIANTHUMANOID;OGRE;OGRE;OGRE;None;;BG1;Ogre;Ogre;true
OGRE05;GIANTHUMANOID;OGRE;OGRE;OGRE;None;;BG1;Ogre;Ogre;true
OGREBERZ;GIANTHUMANOID;OGRE;OGRE;OGRE;Ogre;;BG1;Ogre Berserker;OgreBerserker;true
OGREBJOR;GIANTHUMANOID;OGRE;OGRE_HALFOGRE;HALF_OGRE;None;;BG1;Half Ogre;HalfOgre;true
OGRECO;GIANTHUMANOID;OGRE;OGRE;OGRE;None;OGRECO;BG1;Ogre;Ogre;true
OGRED;HUMANOID;OGRE;OGRE;OGRE;None;OGRED;BG1;Ogre;Ogre;true
OGREGR;GIANTHUMANOID;OGRE;OGRE_OGRILLON;OGRILLON;None;;BG1;Ogrillon;Ogrillon;true
OGREGR1;GIANTHUMANOID;OGRE;OGRE_OGRILLON;OGRILLON;None;;BG1;Ogrillon;Ogrillon;true
OGREGR2;GIANTHUMANOID;OGRE;OGRE_OGRILLON;OGRILLON;None;;BG1;Ogrillon;Ogrillon;true
OGREGR3;GIANTHUMANOID;OGRE;OGRE_OGRILLON;OGRILLON;None;;BG1;Ogrillon;Ogrillon;true
OGREGR4;GIANTHUMANOID;OGRE;OGRE_OGRILLON;OGRILLON;None;;BG1;Ogrillon;Ogrillon;true
OGREGRSU;GIANTHUMANOID;OGRE;FIGHTER;OGRE;Ogre;;SPELL_REV;Ogre Berserker;OgreBerserker;true
OGREGRSU;GIANTHUMANOID;OGRE;FIGHTER;OGRE;Ogre;;stratagems;Ogre Berserker;OgreBerserker;true
OGREGR_A;GIANTHUMANOID;OGRE;OGRE_OGRILLON;OGRILLON;None;;BG1;Ogrillon;Ogrillon;true
OGREGR_B;GIANTHUMANOID;OGRE;OGRE_OGRILLON;OGRILLON;None;;BG1;Ogrillon;Ogrillon;true
OGREGR_C;GIANTHUMANOID;OGRE;OGRE_OGRILLON;OGRILLON;None;;BG1;Ogrillon;Ogrillon;true
OGREGR_D;GIANTHUMANOID;OGRE;OGRE_OGRILLON;OGRILLON;None;;BG1;Ogrillon;Ogrillon;true
OGREHA;GIANTHUMANOID;OGRE;OGRE_HALFOGRE;HALF_OGRE;None;;BG1;Half Ogre;HalfOgre;true
OGREHA1;GIANTHUMANOID;OGRE;OGRE_HALFOGRE;HALF_OGRE;None;;BG1;Half Ogre;HalfOgre;true
OGREHA2;GIANTHUMANOID;OGRE;OGRE_HALFOGRE;HALF_OGRE;None;;BG1;Half Ogre;HalfOgre;true
OGREHA3;GIANTHUMANOID;OGRE;OGRE_HALFOGRE;HALF_OGRE;None;;BG1;Half Ogre;HalfOgre;true
OGREHA4;GIANTHUMANOID;OGRE;OGRE_HALFOGRE;HALF_OGRE;None;;BG1;Half Ogre;HalfOgre;true
OGREHA5;GIANTHUMANOID;OGRE;OGRE_HALFOGRE;HALF_OGRE;None;;BG1;Half Ogre;HalfOgre;true
OGREHA_A;GIANTHUMANOID;OGRE;OGRE_HALFOGRE;HALF_OGRE;None;;BG1;Half Ogre;HalfOgre;true
OGREHA_B;GIANTHUMANOID;OGRE;OGRE_HALFOGRE;HALF_OGRE;None;;BG1;Half Ogre;HalfOgre;true
OGREHA_C;GIANTHUMANOID;OGRE;OGRE_HALFOGRE;HALF_OGRE;None;;BG1;Half Ogre;HalfOgre;true
OGREHA_D;GIANTHUMANOID;OGRE;OGRE_HALFOGRE;HALF_OGRE;None;;BG1;Half Ogre;HalfOgre;true
OGREHA_E;GIANTHUMANOID;OGRE;OGRE_HALFOGRE;HALF_OGRE;None;;BG1;Half Ogre;HalfOgre;true
OGRELESU;GIANTHUMANOID;OGRE;OGRE_OGRILLON;OGRILLON;None;;BG2;Ogrillon;Ogrillon;true
OGRELESU;GIANTHUMANOID;OGRE;OGRE_OGRILLON;OGRILLON;None;;BG1;Ogrillon;Ogrillon;true
OGREMA;GIANTHUMANOID;OGRE;OGRE_MAGE;OGRE_MAGE;None;;BG1;Ogre Mage;OgreMage;true
OGREMA01;GIANTHUMANOID;OGRE;OGRE_MAGE;OGRE_MAGE;None;;BG2;Ogre Mage;OgreMage;false
OGREMA02;GIANTHUMANOID;OGRE;OGRE_MAGE;OGRE_MAGE;DICK;ogrma3;BG1;Ogre Mage;OgreMage;true
OGREMA03;GIANTHUMANOID;OGRE;OGRE_MAGE;OGRE_MAGE;cmogremage;ogrma2;VIENXAY;Ogre Mage;OgreMage;true
OGREMASU;GIANTHUMANOID;OGRE;FIGHTER_MAGE;OGRE_MAGE;None;;SPELL_REV;Ogre Mage;OgreMage;true
OGREMASU;GIANTHUMANOID;OGRE;FIGHTER_MAGE;OGRE_MAGE;None;;stratagems;Ogre Mage;OgreMage;true
OGREMA_A;GIANTHUMANOID;OGRE;OGRE_MAGE;OGRE_MAGE;None;;BG1;Ogre Mage;OgreMage;true
OGREMA_B;GIANTHUMANOID;OGRE;OGRE_MAGE;OGRE_MAGE;None;;BG1;Ogre Mage;OgreMage;true
OGREMA_C;GIANTHUMANOID;OGRE;OGRE_MAGE;OGRE_MAGE;None;;BG1;Ogre Mage;OgreMage;true
OGREMA_D;GIANTHUMANOID;OGRE;OGRE_MAGE;OGRE_MAGE;None;ogrelead;BG1;Ogre Mage;OgreMage;true
OGREMBA;HUMANOID;OGRE;OGRE_MAGE;OGRE_MAGE;SewerOgre;OGRMBA;BG1;Ogre Mage;OgreMage;true
OGREMIRI;GIANTHUMANOID;OGRE;OGRE_OGRILLON;OGRILLON;None;;BG1;Ogrillon;Ogrillon;true
OGRES;GIANTHUMANOID;OGRE;OGRE;OGRE;Ogre;None;BG1;Ogre;Ogre;true
OGRESU;GIANTHUMANOID;OGRE;OGRE;OGRE;Ogre;;BG2;Ogre;Ogre;true
OGRESU;GIANTHUMANOID;OGRE;OGRE;OGRE;Ogre;;BG1;Ogre;Ogre;true
OGREUNSH;GIANTHUMANOID;OGRE;OGRE;OGRE;Ogre;;BG1;Ogre;Ogre;true
OGRE_A;GIANTHUMANOID;OGRE;OGRE;OGRE;Ogre;;BG1;Ogre;Ogre;true
OGRE_B;GIANTHUMANOID;OGRE;OGRE;OGRE;Ogre;;BG1;Ogre;Ogre;true
OGRE_C;GIANTHUMANOID;OGRE;OGRE;OGRE;Ogre;;BG1;Ogre;Ogre;true
OGRE_D;GIANTHUMANOID;OGRE;OGRE;OGRE;Ogre;;BG1;Ogre;Ogre;true
OGRE_E;GIANTHUMANOID;OGRE;OGRE;OGRE;Ogre;;BG1;Ogre;Ogre;true
OGRHAL01;GIANTHUMANOID;OGRE;OGRE_HALFOGRE;HALF_OGRE;None;;BG2;Half Ogre;HalfOgre;false
OGRILL01;GIANTHUMANOID;OGRE;OGRE_OGRILLON;OGRILLON;None;;BG2;Ogrillon;Ogrillon;false
OGRMAG01;GIANTHUMANOID;OGRE;OGRE_MAGE;OGRE_MAGE;None;;BG2;Ogre Mage;OgreMage;false
OGRMBA;HUMANOID;OGRE;OGRE_MAGE;OGRE_MAGE;SewerOgre;OGRMBA;BG1;Ogre Mage;OgreMage;true
OHB3BODH;UNDEAD;VAMPIRE;VAMPIRE;BODHI;ohb3bodh;;BG2;Bodhi;;
OHB3DEM1;MONSTER;DEMONIC;IMP;CORNUGON;ohb3dem1;None;BG2;Cornugon;;
OHB3DEM2;MONSTER;DEMONIC;IMP;CORNUGON;ohb3dem2;None;BG2;Cornugon;;
OHB3DEM3;MONSTER;DEMONIC;IMP;CORNUGON;ohb3dem3;None;BG2;Cornugon;;
OHB3VMP1;UNDEAD;VAMPIRE;VAMPIRE;VAMPIRE_FEMALE;ohb3vmp1;None;BG2;Vampire;;
OHB3VMP2;UNDEAD;VAMPIRE;VAMPIRE;VAMPIRE_FEMALE;ohb3vmp2;None;BG2;Vampire;;
OHB3VMP3;UNDEAD;VAMPIRE;VAMPIRE;VAMPIRE;ohb3vmp3;None;BG2;Vampire;;
OHB5BHAL;MONSTER;DEMONIC;TANARI;SAREVOK;ohb5bhal;;BG2;Bhaal;;
OHBBANNO;GIANTHUMANOID;GOLEM;GOLEM_IRON;GOLEM_IRON;OHBBANNO;OHBBANNO;BG2;Bannor;IronGolem;false
OHBCEL01;MONSTER;ANTISOLAR;CLERIC;CLERIC_FEMALE_ELF;OHBCEL01;;CELESTIALS;Ariziel;;
OHBCEL02;MONSTER;ANTISOLAR;CLERIC;CLERIC_FEMALE_ELF;OHBCEL02;;CELESTIALS;Fallen Astral Deva;;
OHBCEL03;MONSTER;ANTISOLAR;CLERIC;CLERIC_FEMALE_ELF;OHBCEL03;;CELESTIALS;Fallen Monadic Deva;;
OHBCONCO;MONSTER;MYCONID;NO_CLASS;MYCONID_RED;OHBCONCO;OHBCONCO;BG2;The Concocter;;
OHBCUTSC;GENERAL_ITEM;NO_RACE;NO_CLASS;RAT;OHBCUTSC;;BG2;;;
OHBDEM01;MONSTER;DEMONIC;TANARI;TANARRI;OHBDEM01;;BG2;T'alcor;;
OHBDEM02;MONSTER;DEMONIC;TANARI;GLABREZU;OHBDEM02;;BG2;Glabrezu;;
OHBDEM03;MONSTER;DEMONIC;TANARI;MARILITH;OHBDEM03;;BG2;Marilith;;
OHBDEM04;MONSTER;DEMONIC;TANARI;SIRINE;OHBDEM04;;BG2;Succubus;;
OHBDEV01;MONSTER;DEMONIC;IMP;TANARRI;OHBDEV01;;BG2;Maadrazel;;
OHBDEV02;MONSTER;DEMONIC;IMP;CORNUGON;OHBDEV02;;BG2;Cornugon;;
OHBDEV03;MONSTER;DEMONIC;IMP;SALAMANDER_FROST;OHBDEV03;;BG2;Gelugon;;
OHBDEV04;MONSTER;DEMONIC;IMP;FIGHTER_FEMALE_HUMAN;OHBDEV04;;BG2;Erinyes;;
OHBDLI01;UNDEAD;DEMILICH;MAGE;DEMILICH;OHBDLI01;;BG2;Dogar;;
OHBDLI02;UNDEAD;DEMILICH;MAGE;DEMILICH;OHBDLI02;;BG2;Kazon;;
OHBDORMA;GIANTHUMANOID;GENIE;CLERIC_MAGE;EFREETI_NOBLE;OHBDORMA;OHBDORMA;BG2;Dormamus;;
OHBDRAG1;MONSTER;DRAGON;CLERIC_MAGE;DRAGON_SILVER;OHBDRAG1;;BG2;Yllaxxia;;
OHBDRAG2;MONSTER;DRAGON;CLERIC_MAGE;WYVERN_BIG;OHBDRAG2;;BG2;Orluss;;
OHBDRAG3;MONSTER;DRAGON;CLERIC_MAGE;WYVERN_BIG;OHBDRAG2;;BG2;Nyzzlar;;
OHBDVA01;MONSTER;ANTISOLAR;CLERIC_MAGE;CLERIC_FEMALE_ELF;OHBDVA01;NONE;jtweaks;Fallen Deva;;
OHBEAI01;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_AIR;ELEMENTAL_AIR;OHBEAI01;;BG2;Greater Air Elemental;;
OHBEEA01;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_EARTH;ELEMENTAL_EARTH;OHBEEA01;;BG2;Greater Earth Elemental;;
OHBEFI01;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_FIRE;ELEMENTAL_FIRE;OHBEFI01;;BG2;Greater Fire Elemental;;
OHBELGIA;HUMANOID;TIEFLING;FIGHTER;FIGHTER_MALE_ELF;ohbelgia;ohbelgia;BG2;Elgiad;;
OHBEWWEI;MONSTER;ELEMENTAL;NO_CLASS;WATER_WEIRD;OHBEWWEI;;BG2;Greater Water Weird;;
OHBFAN01;GIANTHUMANOID;GENIE;GENIE_NOBLE_EFREETI;FAT_MAN;ohbfan01;ohbdorma;BG2;Fan;;
OHBFAN02;GIANTHUMANOID;GOLEM;GOLEM_IRON;PEASANT_MAN;ohbfan02;OHBBANNO;BG2;Fan;IronGolem;false
OHBFAN03;MONSTER;ELEMENTAL;ELEMENTAL_FIRE;PEASANT_MAN;ohbfan03;OHBTHASS;BG2;Fan;;
OHBGIT01;HUMANOID;GITHYANKI;PALADIN;GITHYANKI;OHBGIT01;;BG2;Anti-Paladin;;
OHBGIT02;HUMANOID;GITHYANKI;FIGHTER;GITHYANKI;OHBGIT02;;BG2;Warrior;;
OHBGIT03;HUMANOID;GITHYANKI;FIGHTER_MAGE;GITHYANKI;OHBGIT03;;BG2;Gish;;
OHBGIT04;HUMANOID;GITHYANKI;FIGHTER_MAGE;GITHYANKI;OHBGIT04;NONE;BG2;Githyanki Captain;;
OHBGOL01;GIANTHUMANOID;GOLEM;GOLEM_IRON;GOLEM_IRON;OHBGOL01;;BG2;Greater Clay Golem;IronGolem;false
OHBGOL02;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_CLAY;OHBGOL02;;BG2;Clay Golem;ClayGolem;false
OHBGOL03;GIANTHUMANOID;GOLEM;GOLEM_CLAY;GOLEM_MINI;OHBGOL02;;BG2;Lesser Clay Golem;ClayGolem;false
OHBGOLB1;GIANTHUMANOID;GOLEM;NO_CLASS;SKELETON_FIEND;OHBGOLB1;;BG2;Greater Bone Golem;BoneGolem;false
OHBIMIM;UNDEAD;MIND_FLAYER;MIND_FLAYER;MINDFLAYER;OHBIMIM;OHBIMIM;BG2;Magical Item Merchant;;
OHBJOKMY;MONSTER;NO_RACE;NO_CLASS;MYCONID_RED;OHBJOKER;OHBJOKER;BG2;Joker;;
OHBLIC01;UNDEAD;LICH;MAGE;WAILING_VIRGIN;OHBLIC01;;BG2;Leah Redsun;;
OHBLIZ01;HUMANOID;YUANTI;FIGHTER;LIZARD_MAN_ELITE;OHBLIZ01;;BG2;Lizard Man Chieftain;;
OHBLIZ02;HUMANOID;YUANTI;FIGHTER;LIZARD_MAN_ELITE;OHBLIZ02;;BG2;Lizard Man Elite;;
OHBMENA1;UNDEAD;WOLF;WOLF_VAMPIRIC;WOLF_VAMPIRIC;OHBMENA1;;BG2;Vampiric Wolf;VampiricWolf;false
OHBMENA2;ANIMAL;NO_RACE;NO_CLASS;MOOSE;OHBMENA2;;BG2;Dangerous Moose;;
D9ARPO01;ANIMAL;BEAR;BEAR_POLAR;BEAR_POLAR;None;;BUTCHERY;Mountain Bear;PolarBear;true
OHBMENA4;ANIMAL;CAT;HUNTER_CREATURE;GREATCAT_LEOPARD;OHBMENA4;;BG2;Mountain Lion;Leopard;false
OHBMENA5;ANIMAL;NO_RACE;NO_CLASS;SNAKE;OHBMENA5;NONE;BG2;Boalisk;;
OHBMENA6;MONSTER;CARRIONCRAWLER;CARRIONCRAWLER;CARRION_CRAWLER;OHBMENA6;;BG2;Carrion Crawler;CarrionCrawler;false
OHBMENA7;MONSTER;SPIDER;SPIDER_PHASE;SPIDER_PHASE;OHBMENA7;;BG2;Vortex Spider;PhaseSpider;false
OHBMENA8;MONSTER;WYVERN;WYVERN;WYVERN_BIG;OHBMENA8;;BG2;Greater Wyvern;Wyvern;false
OHBMIN01;HUMANOID;OGRE;FIGHTER;MINOTAUR;OHBMIN01;;BG2;Minotaur;OgreBerserker;false
