file;general;race;class;anim;deathvar;dialog;level;gender;sex;allegiance;overrideScript;classScript;raceScript;generalScript;defaultScript;helmet;shield;lring;rring;amulet;weapon1;weapon2;weapon3;weapon4;xpv;origin;name
FBAX_E1;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FRIEND1;HUMANOID;HUMAN;TOWN_GUARD;FIGHTER_MALE_HUMAN;None;friend;1;MALE;MALE;NEUTRAL;dw#urbhl;SEEENEMY;None;None;dw1melge;;;;;;SW1H04;;;;65;cdtweaks;Guard
FRIWEN1;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;FRIWEN;FRIWEN;0;FEMALE;FEMALE;NEUTRAL;dw#innhl;RUNENEMY;None;None;WDRUNSGT;;;;;;;;;;7;cdtweaks;Serving Wench
FTOWBA1;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBA10;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBA11;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBA12;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN_CHAIR;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBA13;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN_CHAIR;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBA14;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN_CHAIR;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBA15;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN_CHAIR;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBA16;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN_CHAIR;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBA17;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN_CHAIR;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBA18;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN_CHAIR;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBA19;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN_CHAIR;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBA2;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBA20;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN_CHAIR;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBA21;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN_CHAIR;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBA22;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN_MATTE;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBA23;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN_CHAIR;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBA24;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN_CHAIR;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBA3;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBA4;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBA5;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBA6;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBA7;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBA8;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBA9;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAA1;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAA2;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAA3;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAA4;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAA5;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAA6;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAA7;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAB1;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAB2;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAB3;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAC1;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAC2;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAC3;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAC4;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAD1;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAD2;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAD3;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAD4;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAE1;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAE2;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAS1;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN_MATTE;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAS2;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN_MATTE;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAS3;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN_MATTE;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAS4;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN_MATTE;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAS5;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN_MATTE;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAS6;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN_MATTE;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAS8;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN_CHAIR;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAS9;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN_CHAIR;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAX1;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAX2;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBAX3;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;FTOWBA;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBES1;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN_CHAIR;None;FTOWBE;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBEZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBES2;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN_CHAIR;None;FTOWBE;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBEZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBES3;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN_CHAIR;None;FTOWBE;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBEZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBEX1;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;FTOWBE;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBEZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBEX2;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;FTOWBE;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBEZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBEX3;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;FTOWBE;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBEZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWBEX4;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;FTOWBE;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBEZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTOWB_B1;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWB_E1;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowba;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWFR2;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowfr;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;RUNENEMY;None;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWFRD1;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowfr;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;RUNENEMY;None;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWN8;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftown4;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;RUNENEMY;None;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTOWNA8;HUMANOID;HUMAN;INNOCENT;PEASANT_WOMAN;None;ftowna;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWNAZ;RUNENEMY;None;WDRUNSGT;;;;;;;;;;15;cdtweaks;Commoner
FTWBAX1;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAX10;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAX11;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAX2;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAX3;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAX4;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAX5;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAX6;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAX7;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAX8;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAX9;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXA1;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXA2;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXA3;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXA4;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXA5;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXA6;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXA7;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXA8;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXA9;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXB1;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXB2;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXB3;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXB4;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXB5;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXB6;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXB7;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXB8;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXB9;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXC1;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXC2;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXC3;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXC4;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXC5;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXC6;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXC7;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXC8;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXC9;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
FTWBAXD1;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;X#RUMOR;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;FTOWBAZ;None;None;None;;;;;;;;;;15;cdtweaks;Commoner
