
file;level;type;ids;name
SPWI933;0;Wizard;DURLAG_SWORD;
SPWI934;0;Wizard;CRUSHING_TRAP;
SPWI935;0;Wizard;SUMMON_SKELETON_WARRIOR3;
SPWI936;0;Wizard;SUMMON_SKELETON_WARRIOR2;
SPWI937;0;Wizard;SUMMON_SKELETON_WARRIOR;
SPWI938;9;Priest;;Lightning
SPWI939;0;Wizard;CHARM_HERO;
SPWI940;2;Wizard;FIREDRAKE_DAMAGE;Agannazar's Scorcher
SPWI941;1;Wizard;LOVEM_CHANGE;
SPWI942;1;Wizard;QUEEN_CHANGE;
SPWI943;3;Wizard;SIRINE_DIRE_CHARM;Dire Charm
SPWI944;1;Wizard;DAESEWOLF_CHANGE;
SPWI945;1;Wizard;LOUPGAR_CHANGE;
SPWI946;1;Wizard;PLAYER_WEREWOLF_CHANGE;
SPWI947;1;Wizard;GREATER_WOLFWERE_CHANGE;
SPWI948;1;Wizard;WEREWOLF_CHANGE;
SPWI949;1;Wizard;WOLFWERE_CHANGE;
SPWI950;3;Wizard;FAST_SKULLTRAP;Skull Trap
SPWI951;1;Wizard;JELLY_SPLIT;
SPWI952;5;Innate;DRADEEL_FLAMEBLADE;Selûne's Blade
SPWI953;8;Innate;DRADEEL_BLUE_FIREBALL;Selûne's Curse
SPWI954;8;Innate;DRADEEL_MINOR_GLOBE;Selûne's Blessing
SPWI955;1;Innate;PAIN;Symbol, Pain
SPWI956;1;Innate;FEAR;Symbol, Fear
SPWI957;3;Innate;RED_FIREBALL;Fireball
SPWI958;1;Innate;POWERWORD_BLIND;Power Word, Blind
SPWI959;1;Innate;POWERWORD_STUN;Power Word, Stun
SPWI960;1;Innate;POWERWORD_KILL;Power Word, Kill
SPWI961;1;Wizard;DOPPLEGANGER_CHANGE4;
SPWI962;1;Wizard;DOPPLEGANGER_CHANGE5;
SPWI963;1;Wizard;DOPPLEGANGER_CHANGE6;
SPWI964;1;Wizard;DOPPLEGANGER_CHANGE7;
SPWI965;1;Wizard;DOPPLEGANGER_CHANGE8;
SPWI966;9;Wizard;WIZARD_CREATE_BONEGUARD;Create Boneguard
SPWI971;1;Innate;;Shapechange: Earth Elemental
SPWI972;1;Innate;;Shapechange: Fire Elemental
SPWI973;1;Innate;;Shapechange: Iron Golem
SPWI974;1;Innate;;Shapechange: Mind Flayer
SPWI975;1;Innate;;Shapechange: Spirit Troll
SPWI976;1;Innate;;Shapechange: Greater Wolfwere
SPWI977;1;Innate;;Shapeshift: Natural Form
SPWI978;1;Innate;;Shapeshift: Natural Form
SPWI979;5;Priest;SAREVOK_STRIKE;Flame Strike
SPWI980;1;Wizard;FIREBALL_DEATH;
SPWI981;1;Wizard;MUSHROOM_FIRE;
SPWI982;4;Wizard;DAERRAGH;Dimension Door
SPWI983;1;Wizard;RISE_FROM_ASH;
SPWI984;1;Wizard;RED_SWIRL;
SPWI985;1;Wizard;RED_HOLY_MIGHT;
SPWI986;0;Special;SPIDER_SUMMON;
SPWI987;1;Wizard;DOPPLEGANGER_CHANGE_DEFAULT_LESSER;
SPWI988;1;Wizard;DOPPLEGANGER_CHANGE_DEFAULT;
SPWI989;1;Wizard;EFFECT_ONLY;Antichickenator
SPWI990;1;Wizard;DOPPLEGANGER_CHANGE3;
SPWI991;1;Wizard;DOPPLEGANGER_RASHAD;
SPWI992;1;Wizard;DOPPLEGANGER_CHANGE2;
SPWI993;1;Wizard;DOPPLEGANGER_CHANGE;
SPWI994;4;Wizard;PHASE_SPIDER_TELEPORT;Dimension Door
SPWI995;4;Wizard;DRYAD_TELEPORT;Dimension Door
SPWI996;0;Wizard;CHARM_KORAX;
SPWI997;3;Wizard;GORION_LIGHTNING;Lightning Bolt
SPWI998;1;Wizard;GORION_MAGIC_MISSILE;Magic Missile
SPWI999;3;Priest;DIETY_KILL;
