file;general;race;class;anim;deathvar;dialog;level;gender;sex;allegiance;overrideScript;classScript;raceScript;generalScript;defaultScript;helmet;shield;lring;rring;amulet;weapon1;weapon2;weapon3;weapon4;xpv;origin;summon;comment;MonsterId;ValidatedMonsterId;ValidatedLevel;ValidatedItems;ValidatedScript;game;name
L#ASCH9;ANIMAL;NO_RACE;NO_CLASS;CHICKEN;L#ASCHI;L#ASCHI;1;FEMALE;FEMALE;NEUTRAL;;NONE;NONE;NONE;;;;;;;;;;;0;ALABASTERSANDS;;;;;;;;;Vivi
L#ASCHS;ANIMAL;NO_RACE;NO_CLASS;CHICKEN;L#ASCHI;L#ASCHS;1;FEMALE;FEMALE;NEUTRAL;;NONE;NONE;NONE;;;;;;;;;;;0;ALABASTERSANDS;;;;;;;;;Lady Cornelia Selina IV
L#ASGHO;UNDEAD;HUMAN;NO_CLASS;FIGHTER_MALE_HUMAN;L#ASGHO;L#ASGHO;10;MALE;MALE;NEUTRAL;;;NONE;NONE;dw2ms2ge;HELMNOAN;;IMMUNE1;RING95;;SW1H55;;;;9000;ALABASTERSANDS;;;;;;;;;Ghost
L#ASRAT;ANIMAL;NO_RACE;MAGE;RAT;L#ASRAT;L#ASRAT;1;MALE;MALE;NEUTRAL;L#ASRAT;NONE;NONE;;;;;;;;;;;;1;ALABASTERSANDS;;;;;;;;;Stinkyfur
L#BASGA;MONSTER;BEHOLDER;BEHOLDER;BEHOLDER_SMALL;None;;9;NIETHER;MALE;ENEMY;GENSHT01;None;None;BEHOLD01;dw1melge;;;BEHOLDER;;;BEHOLD;;;;9500;sotsc;;;;;;;;;Fierce Gauth
L#BUGBU;ANIMAL;BEETLE;HUNTER_CREATURE;BEETLE_RHINOCEROS;L#BUGBU;;12;NIETHER;MALE;NEUTRAL;;;;;;;;;;;S2-16M2;;;;4000;sotsc;;;;;;;;;Beetle
L#CHICH1;HUMANOID;CHIMERA;WOLFWERE;CHIMERA;L#CHICH1;L#CHICH1;8;FEMALE;MALE;NEUTRAL;RR#PICKP;;NONE;NONE;dw1melge;;;;;;B2-16;;;;9000;sotsc;;;;;;;;;Luna
L#CHICH2;HUMANOID;CHIMERA;WOLFWERE;CHIMERA;L#CHICH2;L#CHICH2;8;FEMALE;MALE;ENEMY;;;NONE;NONE;dw1melge;;;;;;B2-16;;;;9000;sotsc;;;;;;;;;Elder Chimera
L#CULGI;HUMANOID;GIBBERLING;GIBBERLING;GIBBERLING;L#CULGI;;1;MALE;MALE;ENEMY;GIBBER;NONE;NONE;NONE;dw1melmo;;;;;;S1-8;;;;115;sotsc;;;;;;;;;Tamed Gibberling
L#CULGU;MONSTER;DEMONIC;TANARI;SKELETON_FIEND;L#CULGU;L#CULGU;10;MALE;MALE;NEUTRAL;L#CULGU;NONE;NONE;;NONE;;;RINGDEMN;;;S1-10;;;;18000;sotsc;;;;;;;;;Tanar'ri Bones
L#DEERZO;UNDEAD;ZOMBIE;ZOMBIE_NORMAL;DEER;L#DEERZO;;2;NIETHER;MALE;NEUTRAL;NONE;NONE;NONE;NONE;dw1melmo;;;RING94;;;B1-8;;;;210;sotsc;;;;;;;;;Zombie Deer
L#FAIRAT;ANIMAL;RABBIT;FOOD_CREATURE;RAT;L#FAIRAT;L#FAIRAT;1;MALE;MALE;ENEMY;;;;NONE;dw1melmo;;;;;;S1-4;S1-4;S1-4;S1-4;25;sotsc;;;;;;;;;Dire Rat
L#FOGR2;UNDEAD;MIST;MIST;FAT_WOMAN;L#FOGR2;L#FOGR2;12;NIETHER;MALE;ENEMY;MISTHO;NONE;NONE;NONE;dw2ms2ge;;;IMMUNE2;RING95;;MISTHO;;;;6000;FOUNDLING;;;;;;;;;Gray Hag
L#FOGRA;UNDEAD;MIST;MIST;MIST_CREATURE;L#FOGRA;L#FOGRA;12;NIETHER;MALE;ENEMY;L#FOGRA;NONE;NONE;NONE;dw2mm2ge;;;RING95;MISTHO;;;;;;2000;FOUNDLING;;;;;;;;;Gray Spectre
L#FOUD;ANIMAL;DRAGON;CLERIC;THIEF_MALE_HUMAN;L#FOUD;L#FSHA;23;MALE;MALE;NEUTRAL;L#FOUD;NONE;NONE;NONE;dw2mm2mo;L#FOIO;;RING97;DRAGRING;MINHP1;;;;;40000;FOUNDLING;;;;;;;;;Thaxll'ssillyia
L#FRGB1;HUMANOID;KOBOLD;KOBOLD_XVART;KOBOLD_XVART;NONE;;1;MALE;MALE;ENEMY;NONE;NONE;XVART;NONE;dw1melge;;;;;;SW1H08;;;;520;sotsc;;;;;;;;;Boopgloomrak
L#FSP37;GIANTHUMANOID;MIST;FIGHTER;REVENANT;;;25;NIETHER;MALE;NEUTRAL;;NONE;NONE;NONE;;;L#FSP37A;;;;L#FSP37A;;;;0;FOUNDLING;;;;;;;;;Shadowbound
L#FSW;HUMANOID;GNOLL;GNOLL;DANCING_SWORD;L#FSW;L#FSW;10;NIETHER;MALE;NEUTRAL;;NONE;NONE;NONE;;;;;;;;;;;0;FOUNDLING;;;;;;;;;
L#GUAR;GIANTHUMANOID;GENIE;GENIE_DAO;WAILING_VIRGIN;L#GUAR;L#GUAR;5;NIETHER;MALE;NEUTRAL;L#GUAR;NONE;NONE;;dw2mc2ge;;;;;;B2-16;;;;12000;FOUNDLING;;;;;;;;;Misty Guardian
L#JNBONE;MONSTER;DEMONIC;TANARI;SKELETON_FIEND;L#JNBONE;;12;EXTRA4;MALE;ENEMY;;NONE;NONE;NONE;dw2mc2ge;;;IMMUNE2;RING95;REGHP2R;BONEFD;;;;20000;JUNIPERANDTHESTONELEECH;;;;;;;;;Dried Bones
L#JNCOWE;MONSTER;LYCANTHROPE;WEREWOLF;L#JN_COYOTLWERE;None;None;7;MALE;MALE;ENEMY;None;;None;None;dw2ms2ge;;;IMMUNE1;;;S2-16M2;;;;4000;JUNIPERANDTHESTONELEECH;;;;;;;;;Starving Coyotlwere
L#JNDYBB;MONSTER;DEMONIC;TANARI;L#JN_DYBBUK;L#JNDYBB;L#JNDYBB;1;NIETHER;MALE;NEUTRAL;L#JNDYBB;NONE;NONE;;dw2ms2ge;;;RINGDEMN;;;S1-10;;;;17500;JUNIPERANDTHESTONELEECH;;;;;;;;;Dybbuk-Possessed Priest
L#JNHSN;ANIMAL;NO_RACE;NO_CLASS;L#JN_HUGE_SNAKE;L#JNHSN;L#JNHSN;1;MALE;MALE;NEUTRAL;L#JNHSN;NONE;NONE;NONE;dw2mc2mo;;;MINHP60;;;B2-24M3;;;;24000;JUNIPERANDTHESTONELEECH;;;;;;;;;Sythlissvin, The Snake Father
L#JNJACW;MONSTER;LYCANTHROPE;WEREWOLF;L#JN_JACKALWERE;NONE;NONE;7;MALE;MALE;ENEMY;L#JNJACW;;NONE;NONE;dw2ms2ge;;;RINGWOLF;;;S1-12M2;;;;9500;JUNIPERANDTHESTONELEECH;;;;;;;;;Jackalwere
L#JNMINI;MONSTER;DEMONIC;TANARI;DEVA_MONADIC;L#JNMINI;;25;FEMALE;FEMALE;ENEMY;FANGEL01;;NONE;NONE;dw2mc2ge;;;IMMUNE2;;;DEVA;;;;19000;JUNIPERANDTHESTONELEECH;;;;;;;;;That with Burnt Wings
L#JNSNA;ANIMAL;NO_RACE;NO_CLASS;SNAKE;L#JNSNA;;8;MALE;MALE;ENEMY;;NONE;NONE;NONE;dw2mp2mo;;;;;;P1-12;;;;1200;JUNIPERANDTHESTONELEECH;;;;;;;;;Sand Snake
L#JNSUC;MONSTER;DEMONIC;TANARI;SIRINE;demsuc01;None;12;FEMALE;FEMALE;ENEMY;None;None;None;None;demsuc;HELMNOAN;;RINGDEMN;IMMUNE2;;BOW15;;;;14000;JUNIPERANDTHESTONELEECH;;;;;;;;;Succubus
L#KOBKO;HUMANOID;KOBOLD;KOBOLD;KOBOLD;L#KOBKO;L#KOBKO;1;MALE;MALE;NEUTRAL;RR#PICKP;NONE;NONE;NONE;;;;;;;COMPB05;SW1H07;;;7;sotsc;;;;;;;;;Zee
L#KOBSW;HUMANOID;KOBOLD;KOBOLD;KOBOLD;L#KOBSW;;1;MALE;MALE;ENEMY;L#KOBSW;NONE;KOBOLDF;NONE;NONE;;;;;;L#RNI7;;;;220;sotsc;;;;;;;;;Rovo, The Unlikely Hero
L#MCBEH;MONSTER;BEHOLDER;BEHOLDER;BEHOLDER;None;;9;NIETHER;MALE;ENEMY;GENSHT01;None;None;BEHOLD01;dw1melge;;;BEHOLDER;;;BEHOLD;;;;14000;sotsc;;;;;;;;;Beholder
L#MCBUGB;HUMANOID;BUGBEAR;FIGHTER;BUGBEAR;L#MCBUGB;;4;MALE;MALE;ENEMY;;NONE;;;dw1melge;;;;;;BLUN04;;;;175;sotsc;;;;;;;;;Bugbear
L#MCGOB1;HUMANOID;KOBOLD;THIEF;GOBLIN_BOW;NEGOB01;;1;MALE;MALE;ENEMY;;NONE;NONE;;dw1ranth;;;;;;BOW01;;;;20;sotsc;;;;;;;;;Goblin Ã¢â‚¬â€œ Archer
L#MCGOB2;HUMANOID;HOBGOBLIN;HOBGOBLIN;GOBLIN_AXE;NONE;;1;MALE;MALE;ENEMY;NONE;NONE;KOBOLDF;NONE;dw1melge;;;;;;AX1H01;;;;20;sotsc;;;;;;;;;Goblin
L#MCNWB1;ANIMAL;MAMMAL;FOOD_CREATURE;BOAR_WILD;L#MCNWB1;;3;MALE;MALE;ENEMY;;;;;dw1melmo;;P1-6;;;;B1-8;;;;175;sotsc;;;;;;;;;Wild Boar
L#MCNWB2;ANIMAL;MAMMAL;FOOD_CREATURE;BOAR_WILD;L#MCNWB2;;3;MALE;MALE;NEUTRAL;;;;;L#MCNWB2;;P1-6;;;;B1-8;;;;175;sotsc;;;;;;;;;Wild Boar
L#MCOTY;MONSTER;OTYUGH;OTYUGH;OTYUGH;NONE;;10;NIETHER;MALE;ENEMY;;NONE;GENSHT01;NONE;dw1melmo;;;;;;OTYUGH;;;;5000;sotsc;;;;;;;;;Otyugh
L#MCSNA;ANIMAL;NO_RACE;NO_CLASS;SNAKE;snake01;None;5;MALE;MALE;ENEMY;None;None;None;None;dw1melmo;;;;;;L#MCSNA;;;;650;sotsc;;;;;;;;;Giant Snake
L#MCWBA;MONSTER;LYCANTHROPE;WEREWOLF;WEREBADGER;;;7;MALE;MALE;ENEMY;;;NONE;NONE;dw1melge;;;IMMUNE1;;;S1-12;;;;420;sotsc;;;;;;;;;Werebadger
L#MCWRA;MONSTER;LYCANTHROPE;WEREWOLF;WERERAT;;;7;MALE;MALE;ENEMY;;;NONE;NONE;dw1melge;;;IMMUNE1;;;S1-12;;;;420;sotsc;;;;;;;;;Wererat
L#MYCMY;PLANT;SHRIEKER;NO_CLASS;SHRIEKER;L#MYCMY;L#MYCMY;3;NIETHER;MALE;NEUTRAL;;;;;;;;;;;;;;;120;sotsc;;;;;;;;;Myconid
L#NDCOW;ANIMAL;NO_RACE;NO_CLASS;COW;L#NDCOW;L#NDCOW;1;FEMALE;FEMALE;NEUTRAL;;NONE;NONE;NONE;NONE;;;;;;;;;;1;SOUTHERNEDGE;;;;;;;;;Nessie
L#NDGAU;MONSTER;BEHOLDER;BEHOLDER;BEHOLDER_SMALL;L#NDGAU;L#NDGAU;9;NIETHER;MALE;ENEMY;;GAUTH01;NONE;GAUTH01;;;;;;;BEHOLD;;;;9000;SOUTHERNEDGE;;;;;;;;;Ooglyph, the Tasloi Master
L#NDGNO;HUMANOID;GNOLL;GNOLL;GNOLL;L#NDGNO;L#NDGNO;2;MALE;MALE;NEUTRAL;RR#PICKP;NONE;;NONE;dw2mm2ge;;;;;;;;;;35;SOUTHERNEDGE;;;;;;;;;Ghurklu
L#NDPAR;GIANTHUMANOID;MIND_FLAYER;NO_CLASS;FEYR_GREATER;L#NDPAR;;16;NIETHER;MALE;ENEMY;;NONE;NONE;NONE;dw2rm2ge;;;IMMUNE2;WALLPASS;;WATERELE;;;;15000;SOUTHERNEDGE;;;;;;;;;Parasite
L#NDRAT;MONSTER;YUANTI;FIGHTER;RAT;L#NDRAT;;7;MALE;MALE;ENEMY;;NONE;NONE;NONE;dw2ms2mo;;;;;;SW1H04;;;;2500;SOUTHERNEDGE;;;;;;;;;More Than Just a Rat
L#NDVAM;UNDEAD;VAMPIRE;VAMPIRE;VAMPIRE;L#NDVAM;L#NDVAM;8;MALE;MALE;NEUTRAL;;NONE;NONE;;dw2mc2ge;;;VAMPREG;;;VAMP1;;;;4500;SOUTHERNEDGE;;;;;;;;;Crynn
L#NIBC3;HUMANOID;LEATHER;FIGHTER;THIEF_MALE_HUMAN;L#NIBC3;L#NIBC3;1;MALE;MALE;ENEMY;;;;NONE;;;;;;;;;;;5;TANGLEDISLE;;;;;;;;;Hron
L#NIJAA3;MONSTER;DRAGON;SILVER_DRAGON;DRAGON_SILVER;L#NIJAA3;L#NIJAA3;23;NIETHER;MALE;NEUTRAL;;DRAGSILV;DRAGSILV;DRAGSILV;dw2ms2mo;;;RING97;;;DRAGSIL1;;;;24000;TANGLEDISLE;;;;;;;;;Tyalavah
L#NIMF0;HUMANOID;MIND_FLAYER;MIND_FLAYER;MINDFLAYER;L#NIMF0;L#NIMF0;12;MALE;MALE;ENEMY;L#NIMF0;NONE;NONE;FLAYER01;;;;;;;MINDFLAY;;;;9000;TANGLEDISLE;;;;;;;;;Ila'thashagh
L#NIMF5;GIANTHUMANOID;ELEMENTAL;NO_CLASS;WATER_WEIRD;L#NIMF5;L#NIMF5;20;NIETHER;MALE;ENEMY;L#NIMF5;NONE;NONE;NONE;dw2ms2ge;;;ELEMPRIN;WALLPASS;;S1-12M2;;;;11000;TANGLEDISLE;;;;;;;;;Uklj the Serpent of Infinity
L#NISNA;ANIMAL;NO_RACE;NO_CLASS;SNAKE;L#NISNA;L#NISNA;8;MALE;MALE;ENEMY;;SNAKEB01;SNAKEB01;NONE;dw2mp2mo;;;;;;P1-2P;;;;3400;TANGLEDISLE;;;;;;;;;Tromblo
L#NIXVA;HUMANOID;KOBOLD;KOBOLD_XVART;KOBOLD_XVART;L#NIXVA;L#NIXVA;1;MALE;MALE;NEUTRAL;RR#PICKP;NONE;;NONE;;;;;;;;;;;15;TANGLEDISLE;;;;;;;;;Moomik
L#NSBEH;MONSTER;BEHOLDER;BEHOLDER;BEHOLDER;L#NSBEH;L#NSBEH;9;NIETHER;MALE;NEUTRAL;L#NSBEH;NONE;NONE;NONE;NONE;;;BEHOLDER;;;BEHOLD;;;;14000;OOZE;;;;;;;;;Eyeblinker
L#NSCHIL;MONSTER;PLANATAR;CLERIC_MAGE;GIRL;L#NSCHIL;L#NSCHIL;25;FEMALE;FEMALE;NEUTRAL;L#NSCHIL;NONE;NONE;NONE;dw2ms2mo;;;IMMUNE3;;;PLANETAR;;;;23000;OOZE;;;;;;;;;Biya
L#NWDOP1;MONSTER;DOPPLEGANGER;DOPPLEGANGER;DOPPLEGANGER;L#NWDOP1;L#NWDOP1;4;NIETHER;MALE;NEUTRAL;;NONE;NONE;NONE;dw2ms2ge;;;;;;DOPPLE;;;;420;BRIDGESBLOCK;;;;;;;;;Koreeh
L#NWDOP2;MONSTER;DOPPLEGANGER;DOPPLEGANGER;DOPPLEGANGER;L#NWDOP2;L#NWDOP2;4;NIETHER;MALE;NEUTRAL;;NONE;NONE;NONE;dw2ms2ge;;;;;;DOPPLE;;;;420;BRIDGESBLOCK;;;;;;;;;Hex
L#NWGL2;HUMANOID;KOBOLD;PALADIN;KOBOLD;L#NWGL2;;5;MALE;MALE;ENEMY;;NONE;NONE;;dw2rs2pa;;;;;;SW1H08;BOW02;;;4000;BRIDGESBLOCK;;;;;;;;;Bo the Scaled
L#NWM4C;UNDEAD;SKELETON;BARD;DEMILICH;L#NWM4C;;3;SUMMONED;SUMMONED;CONTROLLED;L#NWM4C;NONE;NONE;NONE;;;;RING95;;;SW1H04;;;;0;BRIDGESBLOCK;true;;;;;;;;Mumbling Skull
L#NWOERX;MONSTER;UMBERHULK;UMBERHULK;MINOTAUR;L#NWOERX;;4;MALE;MALE;ENEMY;;;NONE;NONE;dw2mc2mo;;;;;;UMBER01;;;;2000;BRIDGESBLOCK;;;;;;;;;Minotaur
L#NWRAT;ANIMAL;NO_RACE;FOOD_CREATURE;RAT;L#NWRAT;L#NWRAT;1;MALE;MALE;NEUTRAL;;NONE;NONE;;;;;;;;;;;;1;BRIDGESBLOCK;;;;;;;;;Mr. Rat
L#RAT;ANIMAL;NO_RACE;NO_CLASS;FIGHTER_MALE_HUMAN;L#RAT;;1;MALE;MALE;ENEMY;NONE;RAT02;;NONE;dw2ms2mo;;;;;;SW1H01;;;;10;FOUNDLING;;;;;;;;;Faded-to-Gray
L#RVBAT;ANIMAL;NO_RACE;NO_CLASS;CLERIC_MALE_ELF;L#RVBAT;;1;MALE;MALE;ENEMY;NONE;NONE;NONE;;dw2mp2mo;;;L#RVBAT;;;P1-4;;;;50;BLOODIEDSTINGSOFBAROVIA;;;;;;;;;Barovian Bat
L#RVBATF;MONSTER;NO_RACE;NO_CLASS;BAT_INSIDE;;;1;OTHER;MALE;NEUTRAL;;NONE;NONE;NONE;;;;;;;;;;;1;BLOODIEDSTINGSOFBAROVIA;;;;;;;;;Bat
L#RVBBB;PLANT;ELEMENTAL;ELEMENTAL_EARTH;TREANT_DARK;L#RVBBB;;20;NIETHER;FEMALE;ENEMY;;;NONE;NONE;dw2rm2mo;;;IMMUNE2;RING95;L#RVBBBA;L#RVBBBW;;;;13500;BLOODIEDSTINGSOFBAROVIA;;;;;;;;;Crooked Death's Head Tree
L#RVBBBH;UNDEAD;ZOMBIE;NO_CLASS;DEMILICH;L#RVBBBH;;2;NIETHER;MALE;ENEMY;;NONE;NONE;NONE;dw2mc2mo;;;RING94;;;B1-8;;;;0;BLOODIEDSTINGSOFBAROVIA;;;;;;;;;Dreadful Head
L#RVBOAR;ANIMAL;NO_RACE;NO_CLASS;BOAR_WILD;L#RVBOAR;;4;MALE;MALE;ENEMY;L#RVBOAR;;;;dw2mc2mo;;;;;;B1-8;;;;900;BLOODIEDSTINGSOFBAROVIA;;;;;;;;;Angered Boar
L#RVBSM;UNDEAD;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;L#RVBSM;L#RVBSM;12;MALE;MALE;NEUTRAL;;NONE;NONE;NONE;NONE;;;GHOST;RING95;;;;;;4000;BLOODIEDSTINGSOFBAROVIA;;;;;;;;;Blacksmith's Ghost
L#RVCHI1;UNDEAD;HALFLING;NO_CLASS;BOY;L#RVCHI1;L#RVCHI1;1;MALE;MALE;NEUTRAL;L#RVCHI1;;;;NONE;;;GHOST;MINHP1;;;;;;7;BLOODIEDSTINGSOFBAROVIA;;;;;;;;;Little Borniv
L#RVCHI2;UNDEAD;HALFLING;NO_CLASS;BOY;L#RVCHI2;;1;MALE;MALE;NEUTRAL;L#RVCHID;;;;NONE;;;GHOST;MINHP1;;;;;;7;BLOODIEDSTINGSOFBAROVIA;;;;;;;;;Child
L#RVCHI3;UNDEAD;HALFLING;NO_CLASS;GIRL;L#RVCHI3;;1;MALE;MALE;NEUTRAL;L#RVCHID;;;;NONE;;;GHOST;MINHP1;;;;;;7;BLOODIEDSTINGSOFBAROVIA;;;;;;;;;Child
L#RVCHSU;UNDEAD;MIST;MIST;GIRL;L#RVCHSU;;5;SUMMONED;MALE;CONTROLLED;L#RVCHSU;NONE;NONE;NONE;dw2ms2ge;;;MINHP1;RING95;;MISTVA;;;;0;BLOODIEDSTINGSOFBAROVIA;true;;;;;;;;Misty
L#RVKING;UNDEAD;SPECTRAL_UNDEAD;SPECTRE;INVISIBLE_SMALL;L#RVKING;L#RVKING;10;NIETHER;MALE;NEUTRAL;;NONE;NONE;NONE;NONE;;;INVULNER;;;B1-6;;;;1;BLOODIEDSTINGSOFBAROVIA;;;;;;;;;Venirlaw Bloodjacket
L#RVKNI;GIANTHUMANOID;DEMONIC;THIEF;DEATH_KNIGHT;L#RVKNI;L#RVKNI;20;MALE;MALE;ENEMY;L#RVKNI;NONE;NONE;;dw2ms2th;HELMNOAN;;SEEINVIS;;;SW1H42;;;;16000;BLOODIEDSTINGSOFBAROVIA;;;;;;;;;Undead Knight
L#RVLADY;UNDEAD;SKELETON;FAIRY_SIRINE;SIRINE;L#RVLADY;L#RVLADY;5;FEMALE;FEMALE;NEUTRAL;;SIRINE;SIRSPELL;;;;;;;;BOW18;SIRINE1;;;12000;BLOODIEDSTINGSOFBAROVIA;;;;;;;;;Lady of the Bones Buried in Mud
L#RVLOUP;MONSTER;LYCANTHROPE;WEREWOLF;L#RV_LOUP_GAROU;L#RVLOUP;;9;MALE;MALE;ENEMY;;;NONE;NONE;dw2ms2ge;;;RINGWOLF;;;S2-16M2;;;;13000;BLOODIEDSTINGSOFBAROVIA;;;;;;;;;ViÃƒÂ¢sz, the Loup Garou
L#RVMAGG;HUMANOID;GIBBERLING;GIBBERLING;L#RV_BEE_MAGGOT;None;;1;MALE;MALE;ENEMY;GENSHT01;None;None;None;dw2ms2mo;;;;;;S1-2;;;;280;BLOODIEDSTINGSOFBAROVIA;;;;;;;;;Bloodlusty Maggot
L#RVRAVE;ANIMAL;NO_RACE;NO_CLASS;L#RV_RAVEN;L#RVRAVE;L#RVRAVE;1;MALE;FEMALE;NEUTRAL;L#RVRAVE;NONE;NONE;NONE;;;;;;;;;;;1;BLOODIEDSTINGSOFBAROVIA;;;;;;;;;Raven
L#RVSNAK;ANIMAL;NO_RACE;NO_CLASS;SNAKE;L#RVSNAK;;8;MALE;MALE;ENEMY;;NONE;NONE;NONE;dw2mp2mo;;;;;;ETTERC2;;;;450;BLOODIEDSTINGSOFBAROVIA;;;;;;;;;Snake
L#RVSWA2;GENERAL_ITEM;BEETLE;VAMPIRE;L#RV_WILLOMIST;L#RVSWAR;;7;NIETHER;MALE;ENEMY;L#RVSWA2;;NONE;NONE;dw2mp2mo;;;;L#RVBEEC;;P1-8;;;;1300;BLOODIEDSTINGSOFBAROVIA;;;;;;;;;Buzzing Swarm
L#RVSWAR;GENERAL_ITEM;BEETLE;VAMPIRE;L#RV_WILLOMIST;L#RVSWAR;;7;NIETHER;MALE;ENEMY;L#RVSWAR;;NONE;NONE;dw2mp2mo;;;;L#RVBEEC;;P1-8;;;;1300;BLOODIEDSTINGSOFBAROVIA;;;;;;;;;Buzzing Swarm
L#RVTRE1;UNDEAD;SPECTRAL_UNDEAD;SPECTRE;INVISIBLE_MEDIUM;L#RVTRE1;L#RVTRE1;10;NIETHER;MALE;NEUTRAL;;NONE;NONE;NONE;NONE;;;INVULNER;;;B1-6;;;;1;BLOODIEDSTINGSOFBAROVIA;;;;;;;;;Tree and Vines
L#RVTREA;PLANT;SHAMBLING_MOUND;ELEMENTAL_EARTH;TREANT_DARK;L#RVTREA;;20;NIETHER;FEMALE;ENEMY;;;NONE;NONE;dw2mc2mo;;;IMMUNE2;RING95;;MOUND;;;;3350;BLOODIEDSTINGSOFBAROVIA;;;;;;;;;Bloodied Treant
L#RVVAMP;UNDEAD;VAMPIRE;VAMPIRE;VAMPIRE;L#RVVAMP;L#RVVAMP;8;MALE;MALE;NEUTRAL;L#RVVAMP;NONE;NONE;;dw2mc2ge;;;VAMPREG;;;VAMP;;;;11000;BLOODIEDSTINGSOFBAROVIA;;;;;;;;;Sjerhan
L#RVVGAS;MONSTER;NO_RACE;NO_CLASS;BLOB_MIST_CREATURE;L#RVVGAS;L#RVVGAS;1;MALE;MALE;NEUTRAL;L#RVVGAS;NONE;NONE;NONE;;;;;;;;;;;1;BLOODIEDSTINGSOFBAROVIA;;;;;;;;;Gaseous Form
L#RVWERE;MONSTER;LYCANTHROPE;WEREWOLF;WEREWOLF;NONE;NONE;7;MALE;MALE;ENEMY;L#RVWERE;;NONE;NONE;dw2ms2ge;;;IMMUNE1;L#RVBEEC;;S1-12;;;;3200;BLOODIEDSTINGSOFBAROVIA;;;;;;;;;Bee-Covered Werewolf
L#RVWOM;UNDEAD;WRAITH;WRAITH;L#RV_WILLOMIST;;;3;NIETHER;MALE;ENEMY;GENSHT01;NONE;NONE;NONE;MEPLIG;;;;;IMMCLOUD;MEPICE;;;;2000;BLOODIEDSTINGSOFBAROVIA;;;;;;;;;Will O'Mist
L#RVZDOE;UNDEAD;ZOMBIE;GHOUL_GHAST;L#RV_ZOMBIEDOE;L#RVZDOE;;6;FEMALE;MALE;ENEMY;;NONE;;NONE;dw2mp2mo;;;RING95;;IMMUNE1;GHAST1;;;;3800;BLOODIEDSTINGSOFBAROVIA;;;;;;;;;Zombie Doe
L#RVZOMB;UNDEAD;ZOMBIE;NO_CLASS;ZOMBIE;L#RVZOMB;L#RVZOMB;2;NIETHER;MALE;ENEMY;L#RVZOMB;NONE;NONE;NONE;dw2mc2mo;;;RING94;L#RVMISF;;B2-16;;;;250;BLOODIEDSTINGSOFBAROVIA;;;;;;;;;Fog Cadaver
L#SHADM;GIANTHUMANOID;DEMONIC;TANARI;DEATH_KNIGHT;L#SHADM;L#SHADM;9;NIETHER;MALE;ENEMY;;NONE;NONE;NONE;dw1melge;HELMNOAN;;SEEINVIS;;;SW1H02;;;;12000;sotsc;;;;;;;;;Kimrayor, The Shard-Shatterer
L#SSH;GIANTHUMANOID;DARKPLANATAR;BARD;THIEF_FEMALE_ELF;L#SSH;L#SSH;25;FEMALE;MALE;NEUTRAL;;NONE;NONE;NONE;;;L#SUMW;IMMUNE3;;;L#SUMW;;;;0;FOUNDLING;;;;;;;;;Shadow Hatchling
L#USHA11;MONSTER;LYCANTHROPE;WEREWOLF;WEREWOLF_GREATER;l#usha11;None;8;SUMMONED;MALE;CONTROLLED;BDSHUNSU;;None;None;BDSUM00;BDSPIRIM;;RINGWOLF;;IPSION;WEREGRDR;;;;0;WILLOWISP;true;;;;;;;;Werewolf
L#WBATL;MONSTER;LYCANTHROPE;WEREWOLF;WEREBADGER;L#WBATL;L#WBATL;7;MALE;MALE;NEUTRAL;RR#PICKP;;NONE;NONE;dw1melge;;;IMMUNE1;;;S1-12;;;;420;sotsc;;;;;;;;;Shandraha
L#XVAST;HUMANOID;KOBOLD;KOBOLD_XVART;KOBOLD_XVART;L#XVAST;L#XVAST;1;MALE;MALE;NEUTRAL;RR#PICKP;NONE;;NONE;dw1melge;;;;;;;;;;15;sotsc;;;;;;;;;Roomokum
L#XZE;UNDEAD;REVENANT;PALADIN;FIGHTER_FEMALE_HUMAN;L#XZE;L#XZE;7;FEMALE;FEMALE;NEUTRAL;L#XZE;NONE;NONE;NONE;;;;L#XZERIN;;;L#XZEW1;;;;0;INLOVEUNDEATH;;;;;;;;;XzelÃƒÂ«
L#XZE25;UNDEAD;REVENANT;PALADIN;FIGHTER_FEMALE_HUMAN;L#XZE;L#XZE25;7;FEMALE;FEMALE;NEUTRAL;L#XZE25;NONE;NONE;NONE;;;;L#XZERIN;;AMUL14;L#XZEW3;;;;0;INLOVEUNDEATH;;;;;;;;;XzelÃƒÂ«
L#XZECUR;UNDEAD;DEMONIC;FIGHTER;FIGHTER_FEMALE_HUMAN;L#XZECUR;L#XZECUR;20;FEMALE;MALE;NEUTRAL;L#XZECUR;NONE;NONE;L#XZECUR;WTASIGHT;L#XZECHE;;SEEINVIS;RING94;;L#XZECMS;;;;24000;INLOVEUNDEATH;;;;;;;;;Taszandav, the Curst
L#XZEDWA;UNDEAD;DWARF;FIGHTER;FIGHTER_MALE_DWARF;L#XZEDWA;L#XZEDWA;18;MALE;MALE;NEUTRAL;L#XZEDWA;;NONE;NONE;;;;;;;HAMM02;;;;2500;INLOVEUNDEATH;;;;;;;;;Gidgin, the Gone Dwarf
